clinic_id,name,address,city,state,zip_code,phone,website,latitude,longitude,clinic_type,google_place_id,google_rating,google_review_count,yelp_business_id,yelp_rating,yelp_review_count,combined_rating,total_review_count,data_sources,data_quality_score,is_complete,has_both_apis
2,MinuteClinic,137 S State St,Chicago,IL,60603,(312) 609-1215,https://www.yelp.com/biz/minuteclinic-chicago-12?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.879705681460266,-87.62725871165662,urgent_care,,3.1,,J_Bj4er_CiQPZ3hd4b-CHQ,3.0,47,3.05,47,Yelp Only,85,True,False
4,Northwestern Memorial Physicians Group,20 S Clark St,Chicago,IL,60603,(312) 926-3627,https://www.yelp.com/biz/northwestern-memorial-physicians-group-chicago-8?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88129,-87.63122,primary_care,,3.8,,xnsm8fBkLebZexWWfWdgtw,3.7,48,3.75,48,Yelp Only,85,True,False
87,Loop Chiropractic & Sports Injury Center,105 W Madison St,Chicago,IL,60602,(312) 236-9355,https://www.yelp.com/biz/loop-chiropractic-and-sports-injury-center-chicago-9?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8818291,-87.6312275,specialty,,5.0,,76u1rj_p6daQDB7_jXKxlg,5.0,58,5.0,58,Yelp Only,85,True,False
6,Passport Health - Downtown Chicago Travel Clinic,111 W Washington St,Chicago,IL,60602,(312) 641-6228,https://www.yelp.com/biz/passport-health-downtown-chicago-travel-clinic-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8830278,-87.624905,primary_care,,4.3,,ec_GD1sUuqA4teHBic7vEA,4.2,79,4.25,79,Yelp Only,85,True,False
7,Shirley Ryan AbilityLab,355 East Erie St,Chicago,IL,60611,(312) 238-1000,https://www.yelp.com/biz/shirley-ryan-abilitylab-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.89392943762908,-87.61840212654626,primary_care,,2.9,,_3sMdNrgyJNoPl5-aCeKOw,2.8,143,2.85,143,Yelp Only,85,True,False
16,Minute Clinic,137 S Clark St,Chicago,IL,60603,,https://www.yelp.com/biz/minute-clinic-chicago-4?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8795288176677,-87.6306090392514,primary_care,,4.1,,ssusDnlqPYBZfTk13w9cXA,4.0,1,4.05,1,Yelp Only,75,True,False
17,Lakeside Clinic,211 E Ontario,Chicago,IL,60611,,https://www.yelp.com/biz/lakeside-clinic-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8932343,-87.6219788,primary_care,,5.0,,Huc1_R1KNhP02Jw9Jdscew,5.0,1,5.0,1,Yelp Only,75,True,False
19,"Veena Korah, MD",,Chicago,IL,60602,,https://www.yelp.com/biz/veena-korah-md-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.883085,-87.629121,primary_care,,1.1,,97Y4fyDepEQsY31qKLKIXw,1.0,1,1.05,1,Yelp Only,65,False,False
90,"Daniel J Pohlman, MD",539 N Dearborn St,Chicago,IL,60654,(312) 549-4400,https://www.yelp.com/biz/daniel-j-pohlman-md-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.891846,-87.6294623,primary_care,,5.0,,RdDVaos9aboumGIAe2PE2Q,5.0,1,5.0,1,Yelp Only,85,True,False
117,Ova Egg Freezing Speciality Center,401 N Michigan Ave,Chicago,IL,60611,(312) 800-0228,https://www.yelp.com/biz/ova-egg-freezing-speciality-center-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88963435956129,-87.62287716097615,specialty,,4.8,,tmZcUzWaIcr0raWCb-GrFw,4.7,24,4.75,24,Yelp Only,85,True,False
21,One Medical Primary Care Clinic - The Loop,230 W Monroe St,Chicago,IL,60606,(833) 823-5560,https://www.yelp.com/biz/one-medical-chicago-8?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88107668796214,-87.63487080000014,primary_care,ChIJ91N-37ssDogRjEsbhuzmqI8,4.5,53,teQUeusTJZGLiekbpYfX-g,4.0,86,4.25,139,Google+Yelp,100,True,True
22,Ketamine Centers of Chicago,712 N Dearborn St,Chicago,IL,60654,(844) 948-6337,https://www.yelp.com/biz/ketamine-centers-of-chicago-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.89538,-87.6300399,primary_care,,3.5,,35Vrdks0_zWlmU9O9ZgFsg,3.4,5,3.45,5,Yelp Only,85,True,False
25,Advocate Clinic at Walgreens,151 N State St,Chicago,IL,60601,(800) 323-8622,https://www.yelp.com/biz/advocate-clinic-at-walgreens-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.884877,-87.627467,urgent_care,,1.1,,AEdjopeLV6DZq8UlhzUJwg,1.0,1,1.05,1,Yelp Only,85,True,False
26,Physicians Immediate Care,600 W Adams St,Chicago,IL,60661,(312) 506-0900,https://www.yelp.com/biz/physicians-immediate-care-west-loop-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8794163,-87.6428229,urgent_care,,3.3,,zMIN-8iHNdoTExMsEetlxQ,3.2,227,3.25,227,Yelp Only,85,True,False
37,Weissbluth Pediatrics,737 N Michigan Ave,Chicago,IL,60611,(312) 202-0300,https://www.yelp.com/biz/weissbluth-pediatrics-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.896073,-87.623583,pediatric,,4.3,,I2pJJ0Hgir0FnfjcVYesUg,4.2,139,4.25,139,Yelp Only,85,True,False
38,"Alan F Bain, DO - Chicago Health & Wellness Alliance",8 S Michigan Ave,Chicago,IL,60603,(312) 236-7010,https://www.yelp.com/biz/alan-f-bain-do-chicago-health-and-wellness-alliance-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.881983,-87.62473,primary_care,,4.0,,S4oulDgpF0D3EeNiTyvsew,3.9,44,3.95,44,Yelp Only,85,True,False
39,Planned Parenthood - Loop Health Center,18 S Michigan Ave,Chicago,IL,60603,(877) 200-7745,https://www.yelp.com/biz/planned-parenthood-loop-health-center-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.881451,-87.624889,specialty,,3.0,,VVuw6BnXEbn5RkIA3U0o-g,2.9,49,2.95,49,Yelp Only,85,True,False
53,Aayu Clinics,"1601 W Division St, Chicago, IL 60622, USA",,,60654,(773) 227-3669,https://aayuclinics.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=aayu+clinics+wicker+park&utm_content=website+button,41.9031704,-87.6677157,primary_care,ChIJ-dWC1tHSD4gROQgRpoyPSn0,4.3,659,,4.2,,4.25,659,Google Only,85,True,False
60,Midwest Express Clinic Urgent Care,"1520 N Damen Ave, Chicago, IL 60622, USA",,,60610,(312) 283-5560,https://midwestexpressclinic.com/locations/bucktown-wicker-park-chicago-il-urgent-care/,41.908876,-87.6775799,urgent_care,ChIJH71yfsfSD4gRob9sqRgbraY,4.6,1833,,4.5,,4.55,1833,Google Only,85,True,False
62,Oak Street Health Chinatown Primary Care Clinic,"2335 S Wentworth Ave # B, Chicago, IL 60616, USA",,,60605,(872) 268-5441,https://www.oakstreethealth.com/locations/chicago-il/chinatown-doctors-office?utm_source=listings&utm_vpf=rioseo&utm_campaign=location&clinic_id=191,41.8498607,-87.63172809999999,primary_care,ChIJBeHI6OwtDogRstmJgwJFFko,4.4,16,,4.3,,4.35,16,Google Only,85,True,False
67,Lurie Children’s Pediatrics - Lincoln Park,"467 W Deming Pl Suite 6000, Chicago, IL 60614, USA",,,60654,(800) 543-7356,https://www.luriechildrens.org/en/specialties-conditions/pediatricians/pediatrics-lincoln-park-program/?utm_source=gbp&utm_medium=organic&utm_campaign=467-w-deming_chicago_pediatrics,41.9287173,-87.64157879999999,pediatric,ChIJEfQKQwzTD4gRjeH6idLmrVc,3.6,13,,3.5,,3.55,13,Google Only,85,True,False
69,Vasectomy Clinics of Chicago,"505 N Lake Shore Dr, Chicago, IL 60611, USA",,,60611,(877) 877-4827,http://www.vasectomychicago.com/,41.8914317,-87.6122056,primary_care,ChIJ118gm1MrDogRqwofH_EYFIc,4.1,9,,4.0,,4.05,9,Google Only,85,True,False
68,Vasectomy Specialist Clinics of Chicago,"111 N Wabash Ave STE 1210, Chicago, IL 60602, USA",,,60602,(312) 473-7647,http://www.vasectomyspecialist.com/,41.8835178,-87.6258728,primary_care,ChIJ_-pNpqUsDogR7sX17flRClM,5.0,31,,4.9,,4.95,31,Google Only,85,True,False
77,University Illinois Medical Center Pth,"1740 W Taylor St, Chicago, IL 60612, USA",,,60661,(312) 996-7312,http://hospital.uillinois.edu/,41.8696584,-87.6703649,specialty,ChIJy3hgAhEtDogRPNSGxjqfrzw,5.0,1,,4.9,,4.95,1,Google Only,85,True,False
78,Union Health Service,"1634 W Polk St, Chicago, IL 60612, USA",,,60661,(312) 423-4200,https://www.unionhealth.org/UHS/main.aspx?tid=239,41.8720165,-87.6679072,specialty,ChIJUcJqJz0tDogR3qaNzFS5kBQ,2.6,125,,2.5,,2.55,125,Google Only,85,True,False
85,Herb + Ōhm,205 W Randolph St,Chicago,IL,60606,(312) 757-1882,https://www.yelp.com/biz/herb-%C5%8Dhm-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88412335339037,-87.634173,physical_therapy,,5.0,,Z2lHWy3A2SOEPjSowuyPIw,4.9,48,4.95,48,Yelp Only,85,True,False
86,"Robert J Sobel, MD",30 N Michigan Ave,Chicago,IL,60602,(312) 726-0005,https://www.yelp.com/biz/robert-j-sobel-md-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88299,-87.62499,primary_care,,4.5,,LmLadcexMkHTRBv9fmlGOQ,4.4,20,4.45,20,Yelp Only,85,True,False
88,Neurology Consultants,111 N Wabash Ave,Chicago,IL,60602,(312) 863-4257,https://www.yelp.com/biz/neurology-consultants-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88357,-87.626,specialty,,3.7,,lsHLB_yVsFsLNsZmo0CGag,3.6,5,3.65,5,Yelp Only,85,True,False
98,South Loop Immediate Care,1430 S Michigan Ave,Chicago,IL,60605,(312) 663-3522,https://www.yelp.com/biz/south-loop-immediate-care-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.863226,-87.624258,urgent_care,,4.6,,X3HOHEOwLmp11W4El1mbOg,4.5,124,4.55,124,Yelp Only,85,True,False
101,Full Spectrum Health,122 S Michigan Ave,Chicago,IL,60603,(858) 455-9726,https://www.yelp.com/biz/full-spectrum-health-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8799743652344,-87.6249465942383,primary_care,,3.1,,5iFib72VwKhK3Rt756d_xg,3.0,2,3.05,2,Yelp Only,85,True,False
103,"Farah Khan, MD",30 S Michigan Ave,Chicago,IL,60603,(312) 977-1185,https://www.yelp.com/biz/farah-khan-md-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88121192574501,-87.62467413448537,primary_care,,3.1,,fjYphrU4JX6nKWVekvo1YA,3.0,28,3.05,28,Yelp Only,85,True,False
107,Primary Care Plus,"1801 W Taylor St, Chicago, IL 60612, USA",,,60661,(312) 413-3627,https://www.uic.edu/apps/departments-az/search?dispatch=find&orgid=97547,41.8687137,-87.67206949999999,primary_care,ChIJW6C3nREtDogRKEji7qJ9jcE,5.0,2,,4.9,,4.95,2,Google Only,85,True,False
89,CVS Pharmacy,1 S State St,Chicago,IL,60603,(312) 279-2134,https://www.yelp.com/biz/cvs-pharmacy-chicago-80?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88195041433797,-87.62744613354225,primary_care,,2.5,,Jzt4-3tp0jOgpBcHoFzoaQ,2.4,29,2.45,29,Yelp Only,85,True,False
110,Northwestern Medicine Preoperative Clinic,"233 E Superior St, Chicago, IL 60611, USA",,,60611,(312) 926-4343,http://preop.nm.org/locations-hours-and-appointments.html,41.8955995,-87.6211716,primary_care,ChIJ_6_zxVTTD4gREQwjtOuOlhA,3.0,2,,2.9,,2.95,2,Google Only,85,True,False
111,New Life Clinic of Chicago,"180 Michigan Ave, Chicago, IL 60601, USA",,,60601,(312) 332-4269,,41.88551959999999,-87.6249764,primary_care,ChIJEcn5Xa8sDogRoUUjNWjaoRk,3.1,,,3.0,,3.05,0,Google Only,80,True,False
112,University-Il Clinics,"1801 W Taylor St, Chicago, IL 60612, USA",,,60661,(312) 996-7714,http://www.uic.edu/,41.8687969,-87.6718398,primary_care,ChIJo_y8dBEtDogRujpW_faZrqA,3.8,,,3.7,,3.75,0,Google Only,85,True,False
113,Chicago General Health Services,"1351 S Morgan St, Chicago, IL 60608, USA",,,60661,(312) 733-6940,,41.864057,-87.6506388,specialty,ChIJ9aJK_fosDogRuUbgeFsn9_M,3.9,,,3.8,,3.85,0,Google Only,80,True,False
114,Cook County Health Specialty Care Center,"1901 W Harrison St, Chicago, IL 60612, USA",,,60661,(312) 864-0200,https://cookcountyhealth.org/locations/specialty-care-center/?utm_source=GMBSocialClimb&utm_medium=CookCountyHealthSpecialtyCareHealthCenter,41.8737108,-87.6744762,specialty,ChIJ0SOhshUtDogRKJsh_7lP68U,5.0,2,,4.9,,4.95,2,Google Only,85,True,False
115,Physicians Immediate Care,"121 W North Ave, Chicago, IL 60610, USA",,,60654,(312) 643-5606,https://www.wellnow.com/urgent-care-centers/illinois/chicago/121-w-north-avenue-60610/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_content=listing,41.9109531,-87.63263529999999,urgent_care,ChIJBVHA7kPTD4gR7yyMOHJIxIE,4.5,688,,4.4,,4.45,688,Google Only,85,True,False
11,Northwestern Medicine Lavin Family Pavilion,259 E Erie St,Chicago,IL,60611,(312) 926-6000,https://www.yelp.com/biz/northwestern-medicine-lavin-family-pavilion-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.893880080994,-87.62066103601,primary_care,,3.1,,brZ5Mh0CLVAfHAXm_CYH6A,3.0,11,3.05,11,Yelp Only,85,True,False
116,Sage Therapy,155 N Michigan Ave,Chicago,IL,60601,(312) 819-7381,https://www.yelp.com/biz/sage-therapy-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88517035824185,-87.62420661718932,mental_health,,4.1,,GAmGL9egqRNEtx7k5A1OtA,4.0,4,4.05,4,Yelp Only,85,True,False
119,Illinois Dermatology Institute,25 E Washington St,Chicago,IL,60602,(312) 585-7299,https://www.yelp.com/biz/illinois-dermatology-institute-chicago-4?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88305326279569,-87.62682134433646,specialty,,4.0,,dkQ_YelWZYggJS1AtDDx2Q,3.9,86,3.95,86,Yelp Only,85,True,False
36,"Bradley R Sabin,MD",200 S Michigan Ave,Chicago,IL,60604,(312) 922-3815,https://www.yelp.com/biz/bradley-r-sabin-md-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.879345,-87.6249224,primary_care,,4.0,,UjN2TyfuIaEG7uF8iN2kVg,3.9,55,3.95,55,Yelp Only,85,True,False
8,Chicago Express Doctors,520 N Kingsbury St,Chicago,IL,60611,(312) 929-4492,https://www.yelp.com/biz/chicago-express-doctors-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8909068,-87.6401544,urgent_care,,4.3,,l5zuhgt5hNUuvsQSqQUuYA,4.2,72,4.25,72,Yelp Only,85,True,False
10,Physicians Immediate Care,825 S State St,Chicago,IL,60605,(312) 566-9510,https://www.yelp.com/biz/physicians-immediate-care-chicago-13?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8710796,-87.62726,urgent_care,ChIJGYD89JksDogRF8tlQj2rvDA,4.3,1040,o_OOT4mq5BIoiYk5XThsNA,2.9,117,3.6,1157,Google+Yelp,100,True,True
12,Midwest Express Clinic,779 W Adams St,Chicago,IL,60661,(312) 382-8308,https://www.yelp.com/biz/midwest-express-clinic-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.879086,-87.64704,urgent_care,ChIJE_HkFcMsDogRD7vNmdDlEEI,4.7,1495,Js2jFMf7LBYLMhuh1RQMRA,1.7,38,3.2,1533,Google+Yelp,100,True,True
91,Mind Body Healing Center,77 W Washington,Chicago,IL,60602,(312) 285-5287,https://www.yelp.com/biz/mind-body-healing-center-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.882847,-87.63063,specialty,,4.5,,c-zschyUVYzTWj88sZI-9A,4.4,18,4.45,18,Yelp Only,85,True,False
92,Caris Pregnancy Counseling and Resources,111 N Wabash Ave,Chicago,IL,60602,(312) 229-5700,https://www.yelp.com/biz/caris-pregnancy-counseling-and-resources-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8834938370233,-87.6259479018524,mental_health,,4.3,,BKgMPM8bVdKMMAatF0MhUA,4.2,5,4.25,5,Yelp Only,85,True,False
93,"Michael W Glavin, LMFT",111 N Wabash Ave,Chicago,IL,60602,(312) 470-0788,https://www.yelp.com/biz/michael-w-glavin-lmft-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88358970012783,-87.62600899501408,mental_health,,5.0,,CgVTsVSuhqexTHvYwWzSgg,5.0,10,5.0,10,Yelp Only,85,True,False
95,"Mukesh C Jain, MD",111 N Wabash Ave,Chicago,IL,60602,(312) 726-9518,https://www.yelp.com/biz/mukesh-c-jain-md-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.883464,-87.625732,specialty,,4.2,,ZYsfUGUDrV7TmHKq7NpRcQ,4.1,10,4.15,10,Yelp Only,85,True,False
96,Mindful TMS,25 E Washington St,Chicago,IL,60602,(312) 216-1211,https://www.yelp.com/biz/mindful-tms-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88292042507535,-87.62646764436634,mental_health,,5.0,,qsY_yWBTX9Xmu0mR2XrjAQ,5.0,1,5.0,1,Yelp Only,85,True,False
97,Lume Wellness,351 W Hubbard St,Chicago,IL,60654,(312) 285-2004,https://www.yelp.com/biz/lume-wellness-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88969,-87.63757,primary_care,,4.9,,MhWP8RC33OyVy5yM_MKlFQ,4.8,64,4.85,64,Yelp Only,85,True,False
